Water_flow,Temperature,DewPoint,Humidity,WindBearing,WindSpeed
[0.4389217858384677],[0.7578125000000001],[0.971938775510204],[0.7142857142857142],[0.33055555555555555],[0.2857142857142857]
[0.45556307337702556],[0.7291666666666667],[0.9770408163265305],[0.7653061224489796],[0.25],[0.25]
[0.41155335366591483],[0.7161458333333334],[0.9795918367346939],[0.7959183673469387],[0.21666666666666667],[0.20238095238095236]
[0.3774865845709053],[0.7057291666666667],[0.9770408163265305],[0.8061224489795917],[0.2],[0.2857142857142857]
[0.3594772544863985],[0.6979166666666667],[0.9566326530612244],[0.7857142857142857],[0.2138888888888889],[0.3571428571428571]
[0.33519756443976106],[0.6927083333333334],[0.9693877551020407],[0.8163265306122448],[0.2138888888888889],[0.2619047619047619]
[0.20351520324307643],[0.6848958333333334],[0.9770408163265305],[0.846938775510204],[0.19166666666666668],[0.21428571428571427]
[0.15477389757957927],[0.6848958333333334],[0.9642857142857142],[0.8265306122448979],[0.225],[0.21428571428571427]
[0.21312762384933776],[0.6744791666666666],[0.9617346938775508],[0.836734693877551],[0.21944444444444444],[0.23809523809523808]
[0.18960853998894595],[0.671875],[0.9642857142857142],[0.846938775510204],[0.23611111111111113],[0.19047619047619047]
[0.20575150270663756],[0.6640625],[0.9617346938775508],[0.8571428571428571],[0.05555555555555556],[0.13095238095238096]
[0.17890737804705725],[0.6536458333333334],[0.9566326530612244],[0.8673469387755102],[0.9916666666666667],[0.11904761904761904]
[0.2633756550103657],[0.6484375],[0.9464285714285714],[0.8571428571428571],[0.075],[0.19047619047619047]
[0.42760570067774123],[0.6484375],[0.9413265306122449],[0.846938775510204],[0.075],[0.15476190476190477]
[0.39975950141967714],[0.6692708333333334],[0.9515306122448979],[0.8265306122448979],[0.06666666666666667],[0.14285714285714285]
[0.4315968946521431],[0.7291666666666667],[0.9336734693877551],[0.6938775510204082],[0.3111111111111111],[0.2619047619047619]
[0.4818990646075641],[0.7526041666666666],[0.9362244897959182],[0.6632653061224489],[0.24444444444444446],[0.21428571428571427]
[0.4613815695616896],[0.7734375],[0.9362244897959182],[0.6326530612244897],[0.35555555555555557],[0.41666666666666663]
[0.4025668163589075],[0.7890625],[0.9183673469387754],[0.5816326530612245],[0.3666666666666667],[0.369047619047619]
[0.4078007653056716],[0.7942708333333334],[0.9209183673469388],[0.5816326530612245],[0.36944444444444446],[0.42857142857142855]
[0.36765683219594325],[0.7864583333333334],[0.9285714285714284],[0.6020408163265306],[0.35000000000000003],[0.44047619047619047]
[0.36255547743448663],[0.7890625],[0.9515306122448979],[0.6326530612244897],[0.3888888888888889],[0.46428571428571425]
[0.3299500285363177],[0.7916666666666666],[0.9464285714285714],[0.6224489795918366],[0.4166666666666667],[0.42857142857142855]
[0.3490816927855234],[0.7786458333333334],[0.9413265306122449],[0.6326530612244897],[0.3805555555555556],[0.3571428571428571]
[0.42989438063689317],[0.7473958333333334],[0.9387755102040816],[0.673469387755102],[0.3472222222222222],[0.32142857142857145]
[0.45702221474019905],[0.7135416666666666],[0.9387755102040816],[0.7244897959183673],[0.3416666666666667],[0.2619047619047619]
[0.3814616509438408],[0.6953125],[0.9387755102040816],[0.7551020408163265],[0.38333333333333336],[0.19047619047619047]
[0.3608271191264803],[0.6927083333333334],[0.9413265306122449],[0.7653061224489796],[0.17222222222222222],[0.25]
[0.3401786471370106],[0.6901041666666667],[0.9285714285714284],[0.7448979591836734],[0.41111111111111115],[0.15476190476190477]
[0.28289578611572985],[0.6796875000000001],[0.9285714285714284],[0.7653061224489796],[0.48055555555555557],[0.14285714285714285]
[0.18336465518271938],[0.6640625],[0.9260204081632653],[0.7857142857142857],[0.7305555555555556],[0.13095238095238096]
[0.22247101094408517],[0.6510416666666667],[0.9234693877551019],[0.8061224489795917],[0.7694444444444445],[0.10714285714285714]
[0.2712581794096469],[0.6380208333333334],[0.9209183673469388],[0.8265306122448979],[0.8305555555555556],[0.09523809523809523]
[0.2405575073774981],[0.6276041666666667],[0.9183673469387754],[0.836734693877551],[0.8277777777777778],[0.10714285714285714]
[0.169542356772532],[0.6145833333333334],[0.9081632653061222],[0.846938775510204],[0.8416666666666667],[0.10714285714285714]
[0.20417071391089303],[0.5963541666666666],[0.8826530612244897],[0.8265306122448979],[0.788888888888889],[0.09523809523809523]
[0.3134406953121959],[0.5755208333333334],[0.8418367346938774],[0.7857142857142857],[0.788888888888889],[0.11904761904761904]
[0.3759452518356018],[0.5755208333333334],[0.8367346938775508],[0.7755102040816326],[0.8361111111111111],[0.09523809523809523]
[0.4547285401841505],[0.65625],[0.8775510204081631],[0.7142857142857142],[0.9916666666666667],[0.11904761904761904]
[0.4345466748938653],[0.7526041666666666],[0.8214285714285714],[0.49999999999999994],[0.9305555555555556],[0.05952380952380952]
[0.49335371593553495],[0.8125],[0.8418367346938774],[0.4591836734693877],[0.4777777777777778],[0.14285714285714285]
[0.505665678545017],[0.8177083333333334],[0.8647959183673468],[0.47959183673469385],[0.4],[0.3571428571428571]
[0.44362654642465754],[0.8177083333333334],[0.9132653061224489],[0.5408163265306122],[0.4138888888888889],[0.4047619047619047]
[0.439205202379275],[0.8255208333333334],[0.9030612244897958],[0.520408163265306],[0.37222222222222223],[0.32142857142857145]
[0.4117564942669066],[0.828125],[0.8979591836734693],[0.5102040816326531],[0.39166666666666666],[0.3571428571428571]
[0.35809719341657736],[0.8203125],[0.9234693877551019],[0.5510204081632653],[0.3888888888888889],[0.38095238095238093]
[0.3686400106893637],[0.8020833333333334],[0.9285714285714284],[0.5816326530612245],[0.3944444444444445],[0.3333333333333333]
[0.38049023471331395],[0.7942708333333334],[0.9413265306122449],[0.6122448979591836],[0.375],[0.3333333333333333]
[0.45509730679931365],[0.7786458333333334],[0.9540816326530612],[0.6530612244897959],[0.3861111111111111],[0.2619047619047619]
[0.45343649058695384],[0.7317708333333334],[0.9617346938775508],[0.7346938775510203],[0.4027777777777778],[0.21428571428571427]
[0.41586935894800575],[0.7057291666666667],[0.9642857142857142],[0.7857142857142857],[0.3805555555555556],[0.13095238095238096]
[0.3920918857575143],[0.6927083333333334],[0.9693877551020407],[0.8163265306122448],[0.4166666666666667],[0.07142857142857142]
[0.3625725406122783],[0.6822916666666666],[0.9693877551020407],[0.836734693877551],[0.8583333333333334],[0.08333333333333333]
[0.3153031604117304],[0.6744791666666666],[0.9770408163265305],[0.8673469387755102],[0.638888888888889],[0.15476190476190477]
[0.22536279417628646],[0.6614583333333334],[0.9744897959183674],[0.8877551020408162],[0.6583333333333333],[0.10714285714285714]
[0.14111758270058106],[0.6484375],[0.9617346938775508],[0.8877551020408162],[0.7611111111111112],[0.08333333333333333]
[0.22352630546489183],[0.6223958333333334],[0.9183673469387754],[0.846938775510204],[0.9194444444444445],[0.09523809523809523]
[0.15124625711241246],[0.6067708333333334],[0.8903061224489794],[0.8265306122448979],[0.8305555555555556],[0.07142857142857142]
[0.14252027456129035],[0.5755208333333334],[0.8239795918367345],[0.7551020408163265],[0.7972222222222223],[0.11904761904761904]
[0.15615104366739468],[0.5755208333333334],[0.8214285714285714],[0.7448979591836734],[0.8777777777777778],[0.19047619047619047]
[0.1915082831904023],[0.5651041666666666],[0.7448979591836733],[0.6326530612244897],[0.8138888888888889],[0.11904761904761904]
[0.3613946213635703],[0.5625000000000001],[0.7372448979591837],[0.6224489795918366],[0.8222222222222223],[0.11904761904761904]
[0.4600440911973291],[0.65625],[0.7653061224489794],[0.5408163265306122],[0.9527777777777778],[0.047619047619047616]
[0.46555355448216934],[0.7526041666666666],[0.7397959183673468],[0.4081632653061224],[0.08611111111111111],[0.13095238095238096]
[0.4714735538124632],[0.8333333333333334],[0.8214285714285714],[0.4183673469387755],[0.35000000000000003],[0.17857142857142855]
[0.4436579912039767],[0.84375],[0.8775510204081631],[0.4693877551020408],[0.4166666666666667],[0.25]
[0.4743593517289029],[0.84375],[0.8954081632653059],[0.4897959183673469],[0.3861111111111111],[0.2619047619047619]
[0.4357440507466746],[0.8619791666666667],[0.9362244897959182],[0.520408163265306],[0.4083333333333333],[0.34523809523809523]
[0.4468462159957824],[0.8515625000000001],[0.971938775510204],[0.5816326530612245],[0.41944444444444445],[0.3571428571428571]
[0.38830963630345433],[0.8307291666666666],[0.9770408163265305],[0.6122448979591836],[0.33055555555555555],[0.34523809523809523]
[0.3407463735808146],[0.8307291666666666],[0.9770408163265305],[0.6122448979591836],[0.38333333333333336],[0.2857142857142857]
[0.33465950397068794],[0.8125],[0.9795918367346939],[0.6428571428571428],[0.3861111111111111],[0.2976190476190476]
[0.40545832088693584],[0.7968750000000001],[0.9846938775510203],[0.673469387755102],[0.40555555555555556],[0.25]
[0.5092274172318654],[0.7447916666666667],[0.9846938775510203],[0.7551020408163265],[0.39722222222222225],[0.21428571428571427]
[0.4208312800287343],[0.7187500000000001],[0.9872448979591837],[0.8061224489795917],[0.36388888888888893],[0.13095238095238096]
[0.3890578335810869],[0.7005208333333334],[0.9974489795918366],[0.8571428571428571],[0.35833333333333334],[0.11904761904761904]
[0.3838329086073666],[0.6848958333333334],[0.9872448979591837],[0.8673469387755102],[0.7916666666666667],[0.11904761904761904]
[0.2654393757328618],[0.6692708333333334],[0.9770408163265305],[0.8775510204081632],[0.7527777777777778],[0.13095238095238096]
[0.16995825962786787],[0.6328125],[0.9107142857142856],[0.8163265306122448],[0.8361111111111111],[0.11904761904761904]
[0.18523824406995737],[0.6119791666666667],[0.8801020408163264],[0.7959183673469387],[0.925],[0.09523809523809523]
[0.21706403759683857],[0.6015625000000001],[0.8443877551020407],[0.7448979591836734],[0.8111111111111111],[0.13095238095238096]
[0.18485615496881747],[0.5859375],[0.7423469387755102],[0.6020408163265306],[0.8111111111111111],[0.10714285714285714]
[0.16146438588428447],[0.5703125],[0.7091836734693877],[0.5714285714285714],[0.8111111111111111],[0.13095238095238096]
[0.19233143614961046],[0.5625000000000001],[0.6887755102040816],[0.5510204081632653],[0.8277777777777778],[0.13095238095238096]
[0.24394597401338547],[0.5546875],[0.6811224489795917],[0.5510204081632653],[0.8055555555555556],[0.10714285714285714]
[0.35245807680774666],[0.5520833333333334],[0.6989795918367346],[0.5816326530612245],[0.8666666666666667],[0.07142857142857142]
[0.43829470021616396],[0.6458333333333334],[0.6836734693877551],[0.44897959183673464],[0.18333333333333335],[0.13095238095238096]
[0.46410059672237963],[0.7552083333333334],[0.7627551020408163],[0.42857142857142855],[0.18611111111111112],[0.047619047619047616]
[0.46316673587998164],[0.8177083333333334],[0.7091836734693877],[0.32653061224489793],[0.4666666666666667],[0.09523809523809523]
[0.4553572783545928],[0.8645833333333335],[0.7244897959183673],[0.3061224489795918],[0.5083333333333333],[0.21428571428571427]
[0.41779243084307466],[0.8567708333333334],[0.8724489795918366],[0.44897959183673464],[0.3944444444444445],[0.2976190476190476]
[0.41949219462271786],[0.8515625000000001],[0.9362244897959182],[0.5306122448979591],[0.4222222222222222],[0.3571428571428571]
[0.43129094114647937],[0.84375],[0.9668367346938775],[0.5816326530612245],[0.44722222222222224],[0.34523809523809523]
[0.3865125865232975],[0.8463541666666667],[0.9617346938775508],[0.5714285714285714],[0.47222222222222227],[0.369047619047619]
[0.3719901304952525],[0.8359375000000001],[0.9668367346938775],[0.5918367346938775],[0.40555555555555556],[0.3333333333333333]
[0.3757819181591642],[0.8151041666666667],[0.9770408163265305],[0.6326530612244897],[0.3944444444444445],[0.23809523809523808]
[0.4090837693932362],[0.7916666666666666],[0.9872448979591837],[0.6836734693877551],[0.4777777777777778],[0.2857142857142857]
[0.48196143101709227],[0.75],[0.971938775510204],[0.7244897959183673],[0.40555555555555556],[0.15476190476190477]
[0.463508151453731],[0.7291666666666667],[0.9872448979591837],[0.7857142857142857],[0.3805555555555556],[0.09523809523809523]
[0.4019812825218473],[0.7109375],[0.9872448979591837],[0.8163265306122448],[0.7805555555555556],[0.07142857142857142]
[0.3628913328129328],[0.6927083333333334],[0.9795918367346939],[0.836734693877551],[0.7000000000000001],[0.09523809523809523]
[0.2739805682258375],[0.671875],[0.9285714285714284],[0.7755102040816326],[0.7166666666666667],[0.09523809523809523]
[0.18027936523858573],[0.6406250000000001],[0.8265306122448979],[0.6530612244897959],[0.7388888888888889],[0.10714285714285714]
[0.21654516111015598],[0.6145833333333334],[0.770408163265306],[0.6020408163265306],[0.7944444444444445],[0.08333333333333333]
[0.25690468079745304],[0.59375],[0.7653061224489794],[0.6224489795918366],[0.8555555555555556],[0.047619047619047616]
[0.20721430497754428],[0.5833333333333334],[0.721938775510204],[0.5714285714285714],[0.8361111111111111],[0.09523809523809523]
[0.17809633481931703],[0.5833333333333334],[0.7168367346938775],[0.5612244897959183],[0.8277777777777778],[0.09523809523809523]
[0.20616010317242717],[0.5833333333333334],[0.7933673469387754],[0.6836734693877551],[0.85],[0.09523809523809523]
[0.27654338456252175],[0.5833333333333334],[0.8316326530612244],[0.7551020408163265],[0.8305555555555556],[0.10714285714285714]
[0.43606210434835907],[0.5729166666666667],[0.711734693877551],[0.5714285714285714],[0.8527777777777779],[0.11904761904761904]
[0.5861681412535787],[0.6223958333333334],[0.7857142857142856],[0.6122448979591836],[0.8444444444444444],[0.10714285714285714]
[0.5167465160655723],[0.7109375],[0.9591836734693877],[0.7653061224489796],[0.5944444444444444],[0.14285714285714285]
[0.5869873165940258],[0.7682291666666667],[0.9464285714285714],[0.6530612244897959],[0.48333333333333334],[0.19047619047619047]
[0.5365150646583634],[0.7734375],[0.9566326530612244],[0.6632653061224489],[0.425],[0.3333333333333333]
[0.4551436907979414],[0.7916666666666666],[0.9413265306122449],[0.6122448979591836],[0.375],[0.34523809523809523]
[0.44127107033143537],[0.7994791666666666],[0.9464285714285714],[0.6122448979591836],[0.45833333333333337],[0.38095238095238093]
[0.4843327616886635],[0.8098958333333334],[0.9566326530612244],[0.6122448979591836],[0.4444444444444445],[0.34523809523809523]
[0.4179331101184028],[0.8072916666666667],[0.9693877551020407],[0.6326530612244897],[0.4083333333333333],[0.3571428571428571]
[0.3664752540757849],[0.7994791666666666],[0.9617346938775508],[0.6326530612244897],[0.4305555555555556],[0.38095238095238093]
[0.3826168192994463],[0.7760416666666667],[0.9642857142857142],[0.673469387755102],[0.3861111111111111],[0.32142857142857145]
[0.48726853276143317],[0.7604166666666666],[0.9464285714285714],[0.6632653061224489],[0.375],[0.2619047619047619]
[0.5260069414636276],[0.7291666666666667],[0.9693877551020407],[0.7551020408163265],[0.45833333333333337],[0.22619047619047616]
[0.50726107033645],[0.7109375],[0.9744897959183674],[0.7959183673469387],[0.4444444444444445],[0.13095238095238096]
[0.45249406659675256],[0.7005208333333334],[0.9770408163265305],[0.8163265306122448],[0.5083333333333333],[0.13095238095238096]
[0.4183571832730918],[0.6901041666666667],[0.971938775510204],[0.8265306122448979],[0.5722222222222223],[0.15476190476190477]
[0.35145832493227197],[0.6796875000000001],[0.971938775510204],[0.846938775510204],[0.5583333333333333],[0.19047619047619047]
[0.20267563687924622],[0.6666666666666667],[0.9693877551020407],[0.8673469387755102],[0.6694444444444445],[0.08333333333333333]
[0.1512804719461749],[0.65625],[0.9642857142857142],[0.8775510204081632],[0.4444444444444445],[0.08333333333333333]
[0.11283598484742093],[0.6510416666666667],[0.9540816326530612],[0.8673469387755102],[0.11388888888888889],[0.14285714285714285]
[0.13044650310036005],[0.6536458333333334],[0.9846938775510203],[0.9285714285714285],[0.17500000000000002],[0.20238095238095236]
[0.08765752402845904],[0.6484375],[0.9846938775510203],[0.9387755102040816],[0.325],[0.13095238095238096]
[0.10935368566283994],[0.6432291666666666],[0.9795918367346939],[0.9387755102040816],[0.21666666666666667],[0.13095238095238096]
[0.16317061009837458],[0.65625],[0.9795918367346939],[0.9081632653061223],[0.3416666666666667],[0.11904761904761904]
[0.2632080936107579],[0.6510416666666667],[0.9846938775510203],[0.9285714285714285],[0.925],[0.16666666666666666]
[0.436847875787818],[0.6796875000000001],[0.857142857142857],[0.6428571428571428],[0.9750000000000001],[0.38095238095238093]
[0.45520029460111017],[0.7239583333333334],[0.8724489795918366],[0.6020408163265306],[0.9],[0.16666666666666666]
[0.5099936961495439],[0.7838541666666667],[0.8979591836734693],[0.5612244897959183],[0.6416666666666667],[0.21428571428571427]
[0.47559766023310185],[0.7994791666666666],[0.8214285714285714],[0.44897959183673464],[0.4916666666666667],[0.369047619047619]
[0.4397581916721572],[0.7760416666666667],[0.8903061224489794],[0.5612244897959183],[0.33333333333333337],[0.47619047619047616]
[0.43272615875740544],[0.7682291666666667],[0.8749999999999999],[0.5510204081632653],[0.3138888888888889],[0.38095238095238093]
[0.4755831482729452],[0.7630208333333334],[0.8928571428571428],[0.5816326530612245],[0.3111111111111111],[0.41666666666666663]
[0.4144842630207082],[0.7317708333333334],[0.8724489795918366],[0.5918367346938775],[0.2138888888888889],[0.6428571428571429]
[0.3786068630795333],[0.7239583333333334],[0.8903061224489794],[0.6326530612244897],[0.20555555555555557],[0.6666666666666666]
[0.43016269936732404],[0.6302083333333334],[0.9285714285714284],[0.8571428571428571],[0.22777777777777777],[0.42857142857142855]
[0.44616837468968623],[0.578125],[0.8979591836734693],[0.8979591836734693],[0.9555555555555556],[0.3571428571428571]
[0.4102053113498128],[0.5989583333333334],[0.846938775510204],[0.7551020408163265],[0.07777777777777778],[0.32142857142857145]
[0.4311981902616611],[0.5755208333333334],[0.8137755102040816],[0.7346938775510203],[0.9777777777777779],[0.3333333333333333]
[0.4216499627129578],[0.5625000000000001],[0.7908163265306122],[0.7142857142857142],[0.09166666666666667],[0.30952380952380953]
[0.4396574914420149],[0.5520833333333334],[0.7806122448979591],[0.7142857142857142],[0.11944444444444445],[0.20238095238095236]
[0.3577543295510371],[0.546875],[0.7755102040816326],[0.7142857142857142],[0.02777777777777778],[0.2976190476190476]
[0.19106492292892896],[0.546875],[0.770408163265306],[0.7040816326530611],[0.23055555555555557],[0.16666666666666666]
[0.12899809461959294],[0.5286458333333334],[0.770408163265306],[0.7346938775510203],[0.9527777777777778],[0.11904761904761904]
[0.09476787816192843],[0.5078125],[0.7755102040816326],[0.7857142857142857],[0.8111111111111111],[0.13095238095238096]
[0.0765884733411674],[0.4921875],[0.7576530612244897],[0.7755102040816326],[0.8666666666666667],[0.07142857142857142]
[0.10905170253998032],[0.48177083333333337],[0.7525510204081631],[0.7857142857142857],[0.8083333333333333],[0.09523809523809523]
[0.10370981450287715],[0.47656250000000006],[0.732142857142857],[0.7551020408163265],[0.8666666666666667],[0.17857142857142855]
[0.12319329908023836],[0.47135416666666674],[0.7270408163265305],[0.7551020408163265],[0.9555555555555556],[0.15476190476190477]
