Water_flow,Temperature,DewPoint,Humidity,WindBearing,WindSpeed
[0.5095087163232963],[0.7492877492877493],[0.8494897959183672],[0.6224489795918366],[0.3611111111111111],[0.2619047619047619]
[0.5800316957210777],[0.717948717948718],[0.8647959183673468],[0.6938775510204082],[0.35833333333333334],[0.19047619047619047]
[0.6323296354992076],[0.7008547008547009],[0.8647959183673468],[0.7142857142857142],[0.29444444444444445],[0.14285714285714285]
[0.4857369255150555],[0.6780626780626781],[0.8494897959183672],[0.7244897959183673],[0.9111111111111111],[0.047619047619047616]
[0.4009508716323297],[0.6552706552706553],[0.846938775510204],[0.7551020408163265],[0.9916666666666667],[0.13095238095238096]
[0.32408874801901744],[0.6324786324786325],[0.8392857142857142],[0.7755102040816326],[0.925],[0.07142857142857142]
[0.19572107765451663],[0.6068376068376069],[0.8061224489795917],[0.7551020408163265],[0.8138888888888889],[0.10714285714285714]
[0.3256735340729002],[0.586894586894587],[0.7551020408163265],[0.6938775510204082],[0.9222222222222223],[0.09523809523809523]
[0.2076069730586371],[0.5726495726495727],[0.7423469387755102],[0.6938775510204082],[0.8166666666666667],[0.11904761904761904]
[0.12916006339144218],[0.5641025641025641],[0.7091836734693877],[0.6530612244897959],[0.6555555555555556],[0.14285714285714285]
[0.17432646592709986],[0.5612535612535613],[0.7397959183673468],[0.7040816326530611],[0.8361111111111111],[0.11904761904761904]
[0.24405705229793978],[0.5555555555555556],[0.7168367346938775],[0.673469387755102],[0.8222222222222223],[0.10714285714285714]
[0.4334389857369256],[0.5498575498575499],[0.7040816326530611],[0.6632653061224489],[0.8805555555555555],[0.15476190476190477]
[0.6014263074484946],[0.5527065527065527],[0.6887755102040816],[0.6326530612244897],[0.8611111111111112],[0.08333333333333333]
[0.6909667194928685],[0.586894586894587],[0.6989795918367346],[0.6020408163265306],[0.3805555555555556],[0.09523809523809523]
[0.7654516640253566],[0.6723646723646725],[0.6964285714285714],[0.49999999999999994],[0.05555555555555556],[0.10714285714285714]
[0.7408874801901744],[0.754985754985755],[0.7959183673469388],[0.5408163265306122],[0.20277777777777778],[0.2619047619047619]
[0.720285261489699],[0.7891737891737892],[0.7857142857142856],[0.4897959183673469],[0.35000000000000003],[0.22619047619047616]
[0.6608557844690968],[0.811965811965812],[0.7933673469387754],[0.47959183673469385],[0.4166666666666667],[0.2738095238095238]
[0.6774960380348654],[0.8176638176638177],[0.8010204081632653],[0.47959183673469385],[0.37777777777777777],[0.30952380952380953]
[0.6822503961965134],[0.8376068376068376],[0.7627551020408163],[0.4183673469387755],[0.4138888888888889],[0.38095238095238093]
[0.6529318541996831],[0.8319088319088319],[0.8367346938775508],[0.5102040816326531],[0.4416666666666667],[0.46428571428571425]
[0.5602218700475436],[0.8176638176638177],[0.7933673469387754],[0.4693877551020408],[0.48888888888888893],[0.369047619047619]
[0.5459587955625991],[0.7749287749287749],[0.8214285714285714],[0.5510204081632653],[0.45833333333333337],[0.32142857142857145]
[0.5467511885895404],[0.7350427350427351],[0.8494897959183672],[0.6428571428571428],[0.4527777777777778],[0.23809523809523808]
[0.6030110935023771],[0.7065527065527066],[0.8622448979591836],[0.7040816326530611],[0.35833333333333334],[0.23809523809523808]
[0.6093502377179082],[0.6837606837606838],[0.8596938775510203],[0.7346938775510203],[0.40555555555555556],[0.14285714285714285]
[0.5475435816164818],[0.6695156695156695],[0.8749999999999999],[0.7857142857142857],[0.08611111111111111],[0.16666666666666666]
[0.4405705229793978],[0.6609686609686609],[0.8724489795918366],[0.7959183673469387],[0.09722222222222222],[0.11904761904761904]
[0.3193343898573692],[0.6438746438746439],[0.8316326530612244],[0.7448979591836734],[0.022222222222222223],[0.11904761904761904]
[0.22107765451664024],[0.6125356125356125],[0.7831632653061223],[0.7040816326530611],[0.8138888888888889],[0.09523809523809523]
[0.23296354992076068],[0.6011396011396012],[0.7729591836734693],[0.7040816326530611],[0.6527777777777778],[0.08333333333333333]
[0.1988906497622821],[0.5925925925925927],[0.7525510204081631],[0.6836734693877551],[0.9027777777777778],[0.14285714285714285]
[0.2836767036450079],[0.5897435897435898],[0.7448979591836733],[0.673469387755102],[0.8833333333333334],[0.07142857142857142]
[0.22583201267828845],[0.5811965811965811],[0.732142857142857],[0.6632653061224489],[0.7166666666666667],[0.09523809523809523]
[0.2559429477020602],[0.5754985754985755],[0.7397959183673468],[0.6836734693877551],[0.8527777777777779],[0.07142857142857142]
[0.4374009508716324],[0.5726495726495727],[0.7423469387755102],[0.6938775510204082],[0.9861111111111112],[0.13095238095238096]
[0.5879556259904913],[0.5612535612535613],[0.75],[0.7244897959183673],[0.775],[0.09523809523809523]
[0.6774960380348654],[0.584045584045584],[0.7397959183673468],[0.673469387755102],[0.8305555555555556],[0.13095238095238096]
[0.7480190174326466],[0.6552706552706553],[0.7423469387755102],[0.5816326530612245],[0.7305555555555556],[0.11904761904761904]
[0.7614896988906498],[0.7464387464387464],[0.7397959183673468],[0.47959183673469385],[0.5027777777777778],[0.11904761904761904]
[0.7091917591125199],[0.8347578347578348],[0.7066326530612244],[0.36734693877551017],[0.775],[0.16666666666666666]
[0.659270998415214],[0.8945868945868946],[0.6862244897959183],[0.3061224489795918],[0.7861111111111111],[0.21428571428571427]
[0.685419968304279],[0.8888888888888888],[0.7295918367346939],[0.3469387755102041],[0.5027777777777778],[0.3928571428571428]
[0.65689381933439],[0.8660968660968661],[0.7933673469387754],[0.42857142857142855],[0.41944444444444445],[0.44047619047619047]
[0.5974643423137878],[0.8319088319088319],[0.8443877551020407],[0.520408163265306],[0.4027777777777778],[0.45238095238095233]
[0.5126782884310619],[0.8319088319088319],[0.8749999999999999],[0.5612244897959183],[0.48888888888888893],[0.47619047619047616]
[0.5427892234548336],[0.7891737891737892],[0.9030612244897958],[0.6530612244897959],[0.4305555555555556],[0.34523809523809523]
[0.55229793977813],[0.7749287749287749],[0.8494897959183672],[0.5918367346938775],[0.41944444444444445],[0.09523809523809523]
[0.6125198098256736],[0.7578347578347578],[0.857142857142857],[0.6224489795918366],[0.07222222222222223],[0.25]
[0.613312202852615],[0.717948717948718],[0.8214285714285714],[0.6224489795918366],[0.08333333333333334],[0.20238095238095236]
[0.5309033280507132],[0.6866096866096867],[0.8163265306122447],[0.6530612244897959],[0.9027777777777778],[0.09523809523809523]
[0.42789223454833597],[0.6666666666666666],[0.8086734693877551],[0.673469387755102],[0.8777777777777778],[0.10714285714285714]
[0.41917591125198106],[0.6438746438746439],[0.760204081632653],[0.6224489795918366],[0.8305555555555556],[0.10714285714285714]
[0.2076069730586371],[0.6467236467236467],[0.7627551020408163],[0.6224489795918366],[0.8166666666666667],[0.14285714285714285]
[0.40253565768621236],[0.6524216524216524],[0.7397959183673468],[0.5816326530612245],[0.7583333333333334],[0.11904761904761904]
[0.2876386687797147],[0.6524216524216524],[0.711734693877551],[0.5408163265306122],[0.9],[0.10714285714285714]
[0.31774960380348655],[0.6353276353276354],[0.6964285714285714],[0.5408163265306122],[0.8666666666666667],[0.10714285714285714]
[0.32805071315372425],[0.6923076923076923],[0.6811224489795917],[0.4591836734693877],[0.8250000000000001],[0.25]
[0.2606973058637084],[0.6723646723646725],[0.6887755102040816],[0.4897959183673469],[0.7194444444444444],[0.19047619047619047]
[0.4049128367670365],[0.6438746438746439],[0.6964285714285714],[0.5306122448979591],[0.6888888888888889],[0.20238095238095236]
[0.6101426307448494],[0.6353276353276354],[0.6964285714285714],[0.5408163265306122],[0.7472222222222222],[0.16666666666666666]
[0.6743264659270998],[0.6723646723646725],[0.7040816326530611],[0.5102040816326531],[0.5833333333333334],[0.20238095238095236]
[0.7654516640253566],[0.7350427350427351],[0.7244897959183673],[0.4693877551020408],[0.6055555555555556],[0.19047619047619047]
[0.7599049128367671],[0.8233618233618233],[0.7397959183673468],[0.4081632653061224],[0.6583333333333333],[0.2976190476190476]
[0.7187004754358162],[0.8490028490028491],[0.7397959183673468],[0.3877551020408163],[0.6833333333333333],[0.2976190476190476]
[0.6782884310618066],[0.8575498575498576],[0.7474489795918366],[0.3877551020408163],[0.5972222222222222],[0.2976190476190476]
[0.694136291600634],[0.9088319088319088],[0.6964285714285714],[0.3061224489795918],[0.6527777777777778],[0.38095238095238093]
[0.6838351822503962],[0.905982905982906],[0.7755102040816326],[0.37755102040816324],[0.4666666666666667],[0.41666666666666663]
[0.6220285261489699],[0.8660968660968661],[0.7857142857142856],[0.4183673469387755],[0.5055555555555555],[0.5595238095238095]
[0.5301109350237718],[0.8518518518518519],[0.8443877551020407],[0.49999999999999994],[0.48055555555555557],[0.488095238095238]
[0.5499207606973059],[0.8233618233618233],[0.8316326530612244],[0.5102040816326531],[0.5],[0.369047619047619]
[0.5602218700475436],[0.809116809116809],[0.7576530612244897],[0.4387755102040816],[0.6916666666666667],[0.25]
[0.626782884310618],[0.8347578347578348],[0.6505102040816326],[0.31632653061224486],[0.6833333333333333],[0.32142857142857145]
[0.5950871632329635],[0.8262108262108262],[0.6811224489795917],[0.3469387755102041],[0.75],[0.3333333333333333]
[0.5483359746434232],[0.811965811965812],[0.6913265306122448],[0.36734693877551017],[0.7416666666666667],[0.38095238095238093]
[0.4500792393026941],[0.7806267806267806],[0.7066326530612244],[0.4081632653061224],[0.7388888888888889],[0.3928571428571428]
[0.3827258320126783],[0.7663817663817664],[0.7168367346938775],[0.42857142857142855],[0.75],[0.2857142857142857]
[0.20047543581616484],[0.7464387464387464],[0.7168367346938775],[0.44897959183673464],[0.6972222222222223],[0.2976190476190476]
[0.16561014263074483],[0.7094017094017093],[0.721938775510204],[0.4897959183673469],[0.75],[0.16666666666666666]
[0.39302694136291605],[0.7037037037037037],[0.7244897959183673],[0.49999999999999994],[0.7138888888888889],[0.2619047619047619]
[0.14025356576862125],[0.6780626780626781],[0.7346938775510203],[0.5408163265306122],[0.7305555555555556],[0.10714285714285714]
[0.20206022187004755],[0.6552706552706553],[0.721938775510204],[0.5510204081632653],[0.7583333333333334],[0.14285714285714285]
[0.3510301109350238],[0.6267806267806268],[0.7270408163265305],[0.5918367346938775],[0.7555555555555555],[0.11904761904761904]
[0.40729001584786056],[0.6125356125356125],[0.7066326530612244],[0.5816326530612245],[0.6777777777777778],[0.10714285714285714]
[0.5950871632329635],[0.6096866096866097],[0.7040816326530611],[0.5816326530612245],[0.8250000000000001],[0.32142857142857145]
[0.7083993660855785],[0.6182336182336182],[0.6683673469387754],[0.520408163265306],[0.8138888888888889],[0.369047619047619]
[0.7567353407290016],[0.6182336182336182],[0.596938775510204],[0.42857142857142855],[0.85],[0.5476190476190476]
[0.7789223454833597],[0.5925925925925927],[0.5816326530612245],[0.4387755102040816],[0.8527777777777779],[0.6071428571428571]
[0.7472266244057052],[0.6752136752136753],[0.548469387755102],[0.336734693877551],[0.8611111111111112],[0.6547619047619048]
[0.6965134706814581],[0.7150997150997151],[0.5331632653061223],[0.29591836734693877],[0.8416666666666667],[0.5833333333333334]
[0.7297939778129953],[0.7464387464387464],[0.5153061224489796],[0.26530612244897955],[0.8333333333333334],[0.5357142857142857]
[0.6656101426307449],[0.7606837606837606],[0.4821428571428571],[0.2346938775510204],[0.8416666666666667],[0.6071428571428571]
[0.6331220285261491],[0.7635327635327636],[0.43367346938775503],[0.2040816326530612],[0.8666666666666667],[0.7738095238095237]
[0.5190174326465927],[0.7663817663817664],[0.43877551020408156],[0.2040816326530612],[0.8250000000000001],[0.5357142857142857]
[0.5023771790808241],[0.754985754985755],[0.3494897959183673],[0.16326530612244897],[0.8638888888888889],[0.6666666666666666]
[0.5316957210776545],[0.7207977207977209],[0.36734693877551017],[0.18367346938775508],[0.8388888888888889],[0.5]
[0.5752773375594294],[0.6837606837606838],[0.3596938775510204],[0.19387755102040816],[0.8305555555555556],[0.3928571428571428]
[0.5990491283676703],[0.6609686609686609],[0.39030612244897955],[0.22448979591836732],[0.8583333333333334],[0.22619047619047616]
[0.554675118858954],[0.6324786324786325],[0.4005102040816326],[0.24489795918367346],[0.7777777777777778],[0.16666666666666666]
[0.5118858954041204],[0.6125356125356125],[0.4005102040816326],[0.25510204081632654],[1.0],[0.2857142857142857]
[0.41759112519809827],[0.6153846153846154],[0.39030612244897955],[0.24489795918367346],[0.9277777777777778],[0.2857142857142857]
[0.24960380348652933],[0.6068376068376069],[0.385204081632653],[0.24489795918367346],[0.9027777777777778],[0.41666666666666663]
[0.21553090332805072],[0.5925925925925927],[0.385204081632653],[0.25510204081632654],[0.8777777777777778],[0.41666666666666663]
[0.347068145800317],[0.5726495726495727],[0.3954081632653061],[0.2755102040816326],[0.8722222222222222],[0.2857142857142857]
[0.13074484944532488],[0.5669515669515669],[0.4081632653061224],[0.2857142857142857],[0.8805555555555555],[0.45238095238095233]
[0.1259904912836767],[0.5527065527065527],[0.4081632653061224],[0.29591836734693877],[0.8388888888888889],[0.3571428571428571]
[0.23137876386687797],[0.5356125356125356],[0.3954081632653061],[0.29591836734693877],[0.8777777777777778],[0.30952380952380953]
[0.32329635499207604],[0.5185185185185185],[0.3954081632653061],[0.3061224489795918],[0.9194444444444445],[0.369047619047619]
[0.3740095087163233],[0.4672364672364672],[0.4183673469387755],[0.36734693877551017],[0.7555555555555555],[0.10714285714285714]
[0.5729001584786054],[0.4957264957264957],[0.4285714285714285],[0.3571428571428571],[0.8111111111111111],[0.20238095238095236]
[0.7297939778129953],[0.5811965811965811],[0.4285714285714285],[0.29591836734693877],[0.8166666666666667],[0.4047619047619047]
[0.7551505546751188],[0.6353276353276354],[0.4183673469387755],[0.25510204081632654],[0.9861111111111112],[0.20238095238095236]
[0.7757527733755943],[0.6467236467236467],[0.41326530612244894],[0.24489795918367346],[0.9388888888888889],[0.34523809523809523]
[0.6822503961965134],[0.7037037037037037],[0.43877551020408156],[0.2346938775510204],[0.3666666666666667],[0.2857142857142857]
[0.6236133122028527],[0.698005698005698],[0.4668367346938775],[0.25510204081632654],[0.3666666666666667],[0.369047619047619]
[0.5998415213946118],[0.7122507122507122],[0.48979591836734687],[0.26530612244897955],[0.4166666666666667],[0.4047619047619047]
[0.5491283676703645],[0.7150997150997151],[0.520408163265306],[0.2857142857142857],[0.41111111111111115],[0.41666666666666663]
[0.47385103011093505],[0.6894586894586895],[0.5816326530612245],[0.3571428571428571],[0.22777777777777777],[0.3571428571428571]
[0.48890649762282096],[0.6809116809116809],[0.6071428571428571],[0.3877551020408163],[0.3027777777777778],[0.2619047619047619]
[0.5206022187004755],[0.6524216524216524],[0.6122448979591836],[0.4183673469387755],[0.16666666666666669],[0.20238095238095236]
[0.5625990491283677],[0.6096866096866097],[0.6122448979591836],[0.4591836734693877],[0.002777777777777778],[0.19047619047619047]
[0.5990491283676703],[0.5783475783475783],[0.6071428571428571],[0.47959183673469385],[0.9555555555555556],[0.14285714285714285]
[0.5427892234548336],[0.6153846153846154],[0.4821428571428571],[0.31632653061224486],[0.75],[0.2619047619047619]
[0.5237717908082409],[0.6381766381766382],[0.48469387755102034],[0.3061224489795918],[0.7583333333333334],[0.4047619047619047]
[0.4722662440570523],[0.6153846153846154],[0.48979591836734687],[0.32653061224489793],[0.6916666666666667],[0.30952380952380953]
[0.27258320126782887],[0.6153846153846154],[0.48979591836734687],[0.32653061224489793],[0.6916666666666667],[0.32142857142857145]
[0.17828843106180667],[0.6068376068376069],[0.5076530612244897],[0.3469387755102041],[0.7527777777777778],[0.3333333333333333]
[0.1561014263074485],[0.6210826210826211],[0.5076530612244897],[0.336734693877551],[0.7805555555555556],[0.47619047619047616]
[0.133122028526149],[0.6096866096866097],[0.5076530612244897],[0.3469387755102041],[0.7777777777777778],[0.5119047619047619]
[0.19492868462757526],[0.6096866096866097],[0.5510204081632653],[0.3877551020408163],[0.7916666666666667],[0.47619047619047616]
[0.2630744849445325],[0.6068376068376069],[0.5663265306122448],[0.4081632653061224],[0.7805555555555556],[0.4047619047619047]
[0.22583201267828845],[0.5925925925925927],[0.5739795918367346],[0.42857142857142855],[0.8416666666666667],[0.30952380952380953]
[0.48494453248811414],[0.603988603988604],[0.5739795918367346],[0.4183673469387755],[0.85],[0.45238095238095233]
[0.5023771790808241],[0.6267806267806268],[0.5918367346938775],[0.4183673469387755],[0.6166666666666667],[0.17857142857142855]
[0.7408874801901744],[0.6609686609686609],[0.6020408163265305],[0.39795918367346933],[0.7777777777777778],[0.3571428571428571]
[0.6695721077654517],[0.7122507122507122],[0.5790816326530611],[0.336734693877551],[0.9638888888888889],[0.488095238095238]
[0.6513470681458003],[0.754985754985755],[0.4948979591836734],[0.24489795918367346],[0.016666666666666666],[0.44047619047619047]
[0.5713153724247226],[0.7834757834757835],[0.39030612244897955],[0.17346938775510204],[0.10277777777777779],[0.41666666666666663]
[0.5475435816164818],[0.7264957264957265],[0.6122448979591836],[0.3571428571428571],[0.25],[0.6309523809523809]
[0.5245641838351823],[0.6809116809116809],[0.625],[0.4081632653061224],[0.2138888888888889],[0.7023809523809524]
[0.46038034865293187],[0.6752136752136753],[0.6326530612244897],[0.4183673469387755],[0.21944444444444444],[0.5476190476190476]
[0.4001584786053883],[0.6752136752136753],[0.6122448979591836],[0.39795918367346933],[0.23055555555555557],[0.42857142857142855]
[0.39619651347068147],[0.6495726495726496],[0.6301020408163265],[0.4387755102040816],[0.33611111111111114],[0.3333333333333333]
[0.4421553090332805],[0.6210826210826211],[0.6326530612244897],[0.4693877551020408],[0.3388888888888889],[0.21428571428571427]
[0.5166402535657687],[0.586894586894587],[0.6403061224489794],[0.520408163265306],[0.36944444444444446],[0.13095238095238096]
[0.5285261489698891],[0.5584045584045585],[0.6479591836734693],[0.5612244897959183],[0.7694444444444445],[0.11904761904761904]
[0.45879556259904913],[0.5413105413105413],[0.6403061224489794],[0.5714285714285714],[0.8055555555555556],[0.11904761904761904]
[0.38827258320126784],[0.5156695156695157],[0.6326530612244897],[0.5918367346938775],[0.9166666666666667],[0.11904761904761904]
[0.32725832012678285],[0.4928774928774929],[0.625],[0.6122448979591836],[0.9472222222222223],[0.17857142857142855]
[0.19096671949286848],[0.48148148148148145],[0.635204081632653],[0.6428571428571428],[0.9777777777777779],[0.19047619047619047]
[0.4183835182250396],[0.4643874643874644],[0.645408163265306],[0.6836734693877551],[0.8555555555555556],[0.10714285714285714]
[0.31854199683042794],[0.45584045584045585],[0.6326530612244897],[0.673469387755102],[0.763888888888889],[0.11904761904761904]
[0.11885895404120445],[0.43304843304843305],[0.6301020408163265],[0.7040816326530611],[0.7777777777777778],[0.10714285714285714]
[0.1925515055467512],[0.42165242165242167],[0.6096938775510203],[0.6836734693877551],[0.9805555555555556],[0.21428571428571427]
[0.22979397781299526],[0.4102564102564103],[0.5994897959183673],[0.6836734693877551],[0.8805555555555555],[0.11904761904761904]
[0.37480190174326466],[0.3931623931623932],[0.5408163265306122],[0.6122448979591836],[0.8833333333333334],[0.10714285714285714]
[0.5895404120443741],[0.4017094017094017],[0.5127551020408163],[0.5510204081632653],[0.9055555555555556],[0.16666666666666666]
[0.7551505546751188],[0.4757834757834758],[0.5025510204081632],[0.4591836734693877],[0.8666666666666667],[0.15476190476190477]
[0.8019017432646594],[0.5897435897435898],[0.4948979591836734],[0.3469387755102041],[0.7944444444444445],[0.09523809523809523]
[0.8003169572107766],[0.6752136752136753],[0.6989795918367346],[0.49999999999999994],[0.24444444444444446],[0.19047619047619047]
[0.7733755942947702],[0.6866096866096867],[0.7091836734693877],[0.49999999999999994],[0.4027777777777778],[0.3333333333333333]
[0.6656101426307449],[0.698005698005698],[0.6760204081632653],[0.44897959183673464],[0.36944444444444446],[0.2619047619047619]
[0.7044374009508717],[0.7236467236467237],[0.6887755102040816],[0.4387755102040816],[0.40555555555555556],[0.32142857142857145]
[0.6648177496038036],[0.7065527065527066],[0.7015306122448979],[0.4693877551020408],[0.3472222222222222],[0.3928571428571428]
[0.5736925515055468],[0.7094017094017093],[0.721938775510204],[0.4897959183673469],[0.275],[0.32142857142857145]
[0.5435816164817749],[0.7008547008547009],[0.7295918367346939],[0.5102040816326531],[0.2138888888888889],[0.369047619047619]
[0.5301109350237718],[0.6866096866096867],[0.7193877551020407],[0.5102040816326531],[0.28611111111111115],[0.2976190476190476]
[0.5253565768621236],[0.6609686609686609],[0.7193877551020407],[0.5408163265306122],[0.23611111111111113],[0.20238095238095236]
[0.5927099841521395],[0.6210826210826211],[0.721938775510204],[0.5918367346938775],[0.1638888888888889],[0.22619047619047616]
[0.5847860538827259],[0.5954415954415954],[0.7193877551020407],[0.6224489795918366],[0.061111111111111116],[0.16666666666666666]
[0.5126782884310619],[0.5612535612535613],[0.7091836734693877],[0.6530612244897959],[0.005555555555555556],[0.16666666666666666]
[0.4080824088748019],[0.5413105413105413],[0.7091836734693877],[0.6836734693877551],[0.9750000000000001],[0.10714285714285714]
[0.27099841521394613],[0.5156695156695157],[0.7040816326530611],[0.7142857142857142],[0.011111111111111112],[0.16666666666666666]
[0.17194928684627575],[0.4985754985754986],[0.6913265306122448],[0.7142857142857142],[0.9527777777777778],[0.16666666666666666]
[0.21394611727416799],[0.4843304843304843],[0.6836734693877551],[0.7244897959183673],[0.9500000000000001],[0.15476190476190477]
[0.3082408874801902],[0.48148148148148145],[0.7066326530612244],[0.7755102040816326],[0.9611111111111111],[0.19047619047619047]
[0.15530903328050716],[0.47863247863247865],[0.721938775510204],[0.8061224489795917],[0.9777777777777779],[0.16666666666666666]
[0.16085578446909668],[0.4871794871794872],[0.7295918367346939],[0.8061224489795917],[0.04166666666666667],[0.16666666666666666]
[0.31299524564183834],[0.4871794871794872],[0.7295918367346939],[0.8061224489795917],[0.9972222222222222],[0.15476190476190477]
[0.40966719492868464],[0.47863247863247865],[0.7091836734693877],[0.7857142857142857],[0.9972222222222222],[0.14285714285714285]
[0.5966719492868463],[0.4843304843304843],[0.7168367346938775],[0.7857142857142857],[0.9888888888888889],[0.16666666666666666]
[0.7440570522979398],[0.5327635327635327],[0.7448979591836733],[0.7653061224489796],[0.019444444444444445],[0.13095238095238096]
[0.8470681458003171],[0.6182336182336182],[0.7397959183673468],[0.6224489795918366],[0.10277777777777779],[0.21428571428571427]
[0.8803486529318542],[0.6695156695156695],[0.7627551020408163],[0.5918367346938775],[0.20555555555555557],[0.2976190476190476]
[0.7432646592709984],[0.6951566951566951],[0.7627551020408163],[0.5612244897959183],[0.26944444444444443],[0.2857142857142857]
[0.687797147385103],[0.7037037037037037],[0.7755102040816326],[0.5714285714285714],[0.33333333333333337],[0.2857142857142857]
[0.6885895404120445],[0.7094017094017093],[0.7678571428571428],[0.5510204081632653],[0.28611111111111115],[0.2976190476190476]
[0.6656101426307449],[0.717948717948718],[0.7653061224489794],[0.5408163265306122],[0.30833333333333335],[0.369047619047619]
[0.6323296354992076],[0.7122507122507122],[0.760204081632653],[0.5408163265306122],[0.2611111111111111],[0.30952380952380953]
[0.5372424722662441],[0.7037037037037037],[0.770408163265306],[0.5612244897959183],[0.33055555555555555],[0.32142857142857145]
[0.5245641838351823],[0.6809116809116809],[0.7653061224489794],[0.5816326530612245],[0.28611111111111115],[0.2619047619047619]
[0.5118858954041204],[0.6524216524216524],[0.7755102040816326],[0.6326530612244897],[0.3027777777777778],[0.22619047619047616]
[0.6394611727416799],[0.6182336182336182],[0.7806122448979591],[0.6938775510204082],[0.17777777777777778],[0.20238095238095236]
[0.6061806656101426],[0.6011396011396012],[0.7831632653061223],[0.7244897959183673],[0.16944444444444445],[0.10714285714285714]
[0.5507131537242472],[0.5783475783475783],[0.7755102040816326],[0.7448979591836734],[0.9777777777777779],[0.15476190476190477]
[0.4049128367670365],[0.5555555555555556],[0.7729591836734693],[0.7755102040816326],[0.016666666666666666],[0.13095238095238096]
[0.26228209191759116],[0.5327635327635327],[0.7576530612244897],[0.7857142857142857],[0.875],[0.10714285714285714]
[0.18541996830427893],[0.5071225071225072],[0.7448979591836733],[0.8061224489795917],[0.8250000000000001],[0.05952380952380952]
[0.16085578446909668],[0.48148148148148145],[0.7295918367346939],[0.8163265306122448],[0.925],[0.10714285714285714]
[0.17274167987321712],[0.4672364672364672],[0.7295918367346939],[0.846938775510204],[0.925],[0.13095238095238096]
[0.14896988906497624],[0.4615384615384615],[0.721938775510204],[0.836734693877551],[0.8583333333333334],[0.08333333333333333]
[0.29952456418383516],[0.4472934472934473],[0.7015306122448979],[0.8265306122448979],[0.8277777777777778],[0.10714285714285714]
[0.20998415213946117],[0.4358974358974359],[0.6836734693877551],[0.8061224489795917],[0.8],[0.11904761904761904]
[0.47147385103011097],[0.4301994301994302],[0.6887755102040816],[0.8265306122448979],[0.8333333333333334],[0.10714285714285714]
[0.5863708399366085],[0.42450142450142453],[0.6887755102040816],[0.836734693877551],[0.9583333333333334],[0.15476190476190477]
[0.6901743264659271],[0.4501424501424502],[0.6964285714285714],[0.8061224489795917],[0.8555555555555556],[0.10714285714285714]
[0.7955625990491284],[0.5498575498575499],[0.7193877551020407],[0.6836734693877551],[0.8083333333333333],[0.08333333333333333]
[0.8201267828843106],[0.6438746438746439],[0.7729591836734693],[0.6428571428571428],[0.6194444444444445],[0.09523809523809523]
[0.809825673534073],[0.6923076923076923],[0.7678571428571428],[0.5714285714285714],[0.40555555555555556],[0.25]
[0.7123613312202853],[0.7150997150997151],[0.7551020408163265],[0.5306122448979591],[0.3861111111111111],[0.30952380952380953]
[0.7091917591125199],[0.7207977207977209],[0.8112244897959182],[0.6020408163265306],[0.4138888888888889],[0.30952380952380953]
[0.6933438985736926],[0.7435897435897436],[0.7551020408163265],[0.49999999999999994],[0.4861111111111111],[0.369047619047619]
[0.6370839936608559],[0.7008547008547009],[0.8086734693877551],[0.6224489795918366],[0.4666666666666667],[0.3333333333333333]
[0.5419968304278923],[0.6752136752136753],[0.8239795918367345],[0.6836734693877551],[0.47222222222222227],[0.34523809523809523]
[0.5110935023771791],[0.6552706552706553],[0.818877551020408],[0.7040816326530611],[0.5027777777777778],[0.2738095238095238]
[0.49286846275752777],[0.6495726495726496],[0.7959183673469388],[0.673469387755102],[0.5638888888888889],[0.15476190476190477]
[0.6014263074484946],[0.6324786324786325],[0.8061224489795917],[0.7142857142857142],[0.6305555555555555],[0.14285714285714285]
[0.6362916006339144],[0.6210826210826211],[0.8290816326530611],[0.7755102040816326],[0.6333333333333333],[0.19047619047619047]
[0.5380348652931854],[0.6068376068376069],[0.8265306122448979],[0.7959183673469387],[0.65],[0.13095238095238096]
[0.43502377179080826],[0.584045584045584],[0.8112244897959182],[0.8061224489795917],[0.7111111111111111],[0.11904761904761904]
[0.42789223454833597],[0.5669515669515669],[0.7959183673469388],[0.8061224489795917],[0.7555555555555555],[0.07142857142857142]
[0.1901743264659271],[0.5441595441595443],[0.7806122448979591],[0.8163265306122448],[0.65],[0.10714285714285714]
[0.3660855784469097],[0.5356125356125356],[0.7857142857142856],[0.836734693877551],[0.7111111111111111],[0.08333333333333333]
[0.42868462757527737],[0.5270655270655271],[0.7627551020408163],[0.8061224489795917],[0.8305555555555556],[0.047619047619047616]
[0.14421553090332806],[0.5242165242165242],[0.7653061224489794],[0.8163265306122448],[0.9027777777777778],[0.10714285714285714]
[0.18066561014263074],[0.5128205128205128],[0.7551020408163265],[0.8163265306122448],[0.5611111111111111],[0.08333333333333333]
[0.3581616481774961],[0.5014245014245015],[0.7397959183673468],[0.8061224489795917],[0.788888888888889],[0.11904761904761904]
[0.45800316957210774],[0.4871794871794872],[0.7295918367346939],[0.8061224489795917],[0.9555555555555556],[0.14285714285714285]
[0.6251980982567354],[0.472934472934473],[0.7270408163265305],[0.8265306122448979],[0.7833333333333333],[0.09523809523809523]
[0.7163232963549921],[0.5014245014245015],[0.732142857142857],[0.7857142857142857],[0.6694444444444445],[0.08333333333333333]
[0.8328050713153724],[0.6438746438746439],[0.6734693877551019],[0.49999999999999994],[0.6222222222222222],[0.16666666666666666]
