Water_flow,Temperature,DewPoint,Humidity,WindBearing,WindSpeed
[0.4241596944808473],[0.4241596944808473],[0.6752577319587629],[0.7692307692307694],[0.5408163265306122],[0.36388888888888893]
[0.35193594364233305],[0.35193594364233305],[0.6804123711340206],[0.7121588089330025],[0.4591836734693877],[0.45]
[0.2997943672473868],[0.2997943672473868],[0.6417525773195877],[0.7717121588089331],[0.5918367346938775],[0.35555555555555557]
[0.30956571308280667],[0.30956571308280667],[0.654639175257732],[0.7717121588089331],[0.5714285714285714],[0.38333333333333336]
[0.32614989610795847],[0.32614989610795847],[0.6185567010309279],[0.7965260545905708],[0.6632653061224489],[0.41111111111111115]
[0.33105805890979884],[0.33105805890979884],[0.5824742268041238],[0.7866004962779157],[0.7040816326530611],[0.275]
[0.3791150402278806],[0.3791150402278806],[0.5670103092783506],[0.7369727047146403],[0.6428571428571428],[0.16111111111111112]
[0.3161418437736093],[0.3161418437736093],[0.5515463917525774],[0.7543424317617866],[0.6938775510204082],[0.6972222222222223]
[0.2191732492485099],[0.2191732492485099],[0.5335051546391752],[0.7890818858560795],[0.7959183673469387],[0.7472222222222222]
[0.15260799771645533],[0.15260799771645533],[0.520618556701031],[0.7866004962779157],[0.8163265306122448],[0.5583333333333333]
[0.13527624805925875],[0.13527624805925875],[0.5051546391752578],[0.7766749379652607],[0.8265306122448979],[0.275]
[0.11532188148374208],[0.11532188148374208],[0.4922680412371135],[0.7841191066997519],[0.8673469387755102],[0.7527777777777778]
[0.13221809592063655],[0.13221809592063655],[0.47680412371134023],[0.7245657568238214],[0.7755102040816326],[0.8416666666666667]
[0.13867738961196668],[0.13867738961196668],[0.4664948453608248],[0.7220843672456576],[0.7857142857142857],[0.8388888888888889]
[0.1824076474464888],[0.1824076474464888],[0.45360824742268047],[0.7121588089330025],[0.7857142857142857],[0.9055555555555556]
[0.19668765672373573],[0.19668765672373573],[0.443298969072165],[0.7245657568238214],[0.836734693877551],[0.002777777777777778]
[0.3564276767306862],[0.3564276767306862],[0.4510309278350516],[0.7642679900744418],[0.9081632653061223],[0.016666666666666666]
[0.4756354583990929],[0.4756354583990929],[0.4896907216494846],[0.7320099255583128],[0.7653061224489796],[0.9611111111111111]
[0.5970591898938534],[0.5970591898938534],[0.5902061855670103],[0.7394540942928041],[0.6122448979591836],[0.9888888888888889]
[0.5936310751698123],[0.5936310751698123],[0.6623711340206186],[0.6923076923076924],[0.4591836734693877],[0.3027777777777778]
[0.5624723036754534],[0.5624723036754534],[0.6907216494845362],[0.7444168734491317],[0.4897959183673469],[0.3861111111111111]
[0.48733109095352994],[0.48733109095352994],[0.7087628865979382],[0.7245657568238214],[0.44897959183673464],[0.38333333333333336]
[0.45734483585398883],[0.45734483585398883],[0.7010309278350516],[0.7369727047146403],[0.4693877551020408],[0.39166666666666666]
[0.4601129407048023],[0.4601129407048023],[0.7139175257731959],[0.7468982630272953],[0.4693877551020408],[0.4416666666666667]
[0.4227578643155635],[0.4227578643155635],[0.7010309278350516],[0.7766749379652607],[0.520408163265306],[0.34444444444444444]
[0.3744858990944299],[0.3744858990944299],[0.6855670103092785],[0.7866004962779157],[0.5510204081632653],[0.35833333333333334]
[0.36529512601037445],[0.36529512601037445],[0.6752577319587629],[0.8039702233250621],[0.5918367346938775],[0.34444444444444444]
[0.3665459158577626],[0.3665459158577626],[0.6829896907216495],[0.8039702233250621],[0.5816326530612245],[0.3805555555555556]
[0.3907132695546047],[0.3907132695546047],[0.6778350515463918],[0.7915632754342432],[0.5714285714285714],[0.4166666666666667]
[0.39133624274321666],[0.39133624274321666],[0.6391752577319588],[0.7841191066997519],[0.6122448979591836],[0.4277777777777778]
[0.39950467211132407],[0.39950467211132407],[0.6056701030927836],[0.7468982630272953],[0.6020408163265306],[0.5527777777777778]
[0.305008621177417],[0.305008621177417],[0.5798969072164949],[0.7295285359801489],[0.6122448979591836],[0.35555555555555557]
[0.21658087084186162],[0.21658087084186162],[0.5670103092783506],[0.7444168734491317],[0.6530612244897959],[0.17777777777777778]
[0.1576301840869278],[0.1576301840869278],[0.538659793814433],[0.7791563275434243],[0.7653061224489796],[0.07222222222222223]
[0.15209913822706783],[0.15209913822706783],[0.5283505154639175],[0.7543424317617866],[0.7346938775510203],[0.10833333333333334]
[0.09621165840938807],[0.09621165840938807],[0.5180412371134021],[0.7444168734491317],[0.7346938775510203],[0.05277777777777778]
[0.08383480808050257],[0.08383480808050257],[0.4974226804123712],[0.7295285359801489],[0.7448979591836734],[1.0]
[0.11128266571741778],[0.11128266571741778],[0.4948453608247423],[0.7444168734491317],[0.7755102040816326],[0.05555555555555556]
[0.09035588689131764],[0.09035588689131764],[0.4948453608247423],[0.8089330024813897],[0.9183673469387754],[0.06944444444444445]
[0.14490174270015682],[0.14490174270015682],[0.48195876288659795],[0.7841191066997519],[0.8877551020408162],[0.9222222222222223]
[0.2861180504881887],[0.2861180504881887],[0.4639175257731959],[0.7543424317617866],[0.8571428571428571],[0.9611111111111111]
[0.43640592107245507],[0.43640592107245507],[0.5103092783505155],[0.7717121588089331],[0.8061224489795917],[0.030555555555555558]
[0.5545024251633419],[0.5545024251633419],[0.5798969072164949],[0.8064516129032259],[0.7448979591836734],[0.17500000000000002]
[0.6229720551234678],[0.6229720551234678],[0.6469072164948455],[0.7419354838709677],[0.5408163265306122],[0.36388888888888893]
[0.5423402906039113],[0.5423402906039113],[0.6907216494845362],[0.7741935483870969],[0.5306122448979591],[0.6888888888888889]
[0.5365094942360571],[0.5365094942360571],[0.6932989690721649],[0.7990074441687346],[0.5612244897959183],[0.3944444444444445]
[0.4697819185018148],[0.4697819185018148],[0.6804123711340206],[0.8213399503722085],[0.6122448979591836],[0.4027777777777778]
[0.49708243005780356],[0.49708243005780356],[0.6829896907216495],[0.8039702233250621],[0.5816326530612245],[0.4361111111111111]
[0.39478563131822725],[0.39478563131822725],[0.6778350515463918],[0.7866004962779157],[0.5612244897959183],[0.19444444444444445]
[0.33634044810592895],[0.33634044810592895],[0.6932989690721649],[0.7915632754342432],[0.5510204081632653],[0.36944444444444446]
[0.31131819825043733],[0.31131819825043733],[0.6649484536082475],[0.8138957816377173],[0.6224489795918366],[0.3611111111111111]
[0.312071911005475],[0.312071911005475],[0.6855670103092785],[0.7220843672456576],[0.4693877551020408],[0.35833333333333334]
[0.31374326208516345],[0.31374326208516345],[0.6855670103092785],[0.7468982630272953],[0.49999999999999994],[0.4277777777777778]
[0.31477992992583187],[0.31477992992583187],[0.63659793814433],[0.7692307692307694],[0.5918367346938775],[0.37222222222222223]
[0.3293676792904593],[0.3293676792904593],[0.6030927835051546],[0.7717121588089331],[0.6428571428571428],[0.375]
[0.27174316552131267],[0.27174316552131267],[0.5824742268041238],[0.7866004962779157],[0.7040816326530611],[0.6888888888888889]
[0.22131884747284275],[0.22131884747284275],[0.5670103092783506],[0.8213399503722085],[0.7959183673469387],[0.4388888888888889]
[0.1378277127216893],[0.1378277127216893],[0.5515463917525774],[0.8411910669975187],[0.8673469387755102],[0.6583333333333333]
[0.08448450835048814],[0.08448450835048814],[0.5335051546391752],[0.8089330024813897],[0.836734693877551],[0.6694444444444445]
[0.0779422930352734],[0.0779422930352734],[0.5051546391752578],[0.7543424317617866],[0.7755102040816326],[0.8]
[0.09632795750142543],[0.09632795750142543],[0.47938144329896915],[0.7146401985111663],[0.7448979591836734],[0.8]
[0.12546105583732942],[0.12546105583732942],[0.4664948453608248],[0.7220843672456576],[0.7857142857142857],[0.9277777777777778]
[0.17697164123428227],[0.17697164123428227],[0.4587628865979382],[0.7121588089330025],[0.7755102040816326],[0.8222222222222223]
[0.16903116984723826],[0.16903116984723826],[0.443298969072165],[0.7022332506203475],[0.7857142857142857],[0.8250000000000001]
[0.3269169404040765],[0.3269169404040765],[0.43298969072164956],[0.684863523573201],[0.7755102040816326],[0.775]
[0.47736916254279355],[0.47736916254279355],[0.47680412371134023],[0.7071960297766751],[0.7346938775510203],[0.8972222222222223]
[0.5935746934000481],[0.5935746934000481],[0.5798969072164949],[0.7444168734491317],[0.6326530612244897],[0.2]
[0.5902108254754068],[0.5902108254754068],[0.6443298969072165],[0.761786600496278],[0.5714285714285714],[0.19444444444444445]
[0.5287574496439947],[0.5287574496439947],[0.6984536082474228],[0.7419354838709677],[0.47959183673469385],[0.2777777777777778]
[0.47614170640969605],[0.47614170640969605],[0.7293814432989691],[0.8163771712158809],[0.5408163265306122],[0.37777777777777777]
[0.4567109952322565],[0.4567109952322565],[0.7216494845360826],[0.8089330024813897],[0.5408163265306122],[0.3861111111111111]
[0.47602800188873534],[0.47602800188873534],[0.7345360824742269],[0.7493796526054591],[0.44897959183673464],[0.38333333333333336]
[0.46466281399719583],[0.46466281399719583],[0.7396907216494846],[0.794044665012407],[0.49999999999999994],[0.37777777777777777]
[0.3824056647514851],[0.3824056647514851],[0.7268041237113403],[0.7841191066997519],[0.49999999999999994],[0.4138888888888889]
[0.3537655755712273],[0.3537655755712273],[0.7371134020618557],[0.7047146401985113],[0.39795918367346933],[0.4444444444444445]
[0.35950990407235506],[0.35950990407235506],[0.731958762886598],[0.6277915632754343],[0.32653061224489793],[0.3888888888888889]
[0.3565103844044344],[0.3565103844044344],[0.7139175257731959],[0.6650124069478909],[0.37755102040816324],[0.3888888888888889]
[0.31918549682434216],[0.31918549682434216],[0.6649484536082475],[0.6625310173697271],[0.4183673469387755],[0.19444444444444445]
[0.3061471828684352],[0.3061471828684352],[0.6340206185567011],[0.6923076923076924],[0.4897959183673469],[0.3138888888888889]
[0.26545462537211484],[0.26545462537211484],[0.6030927835051546],[0.7047146401985113],[0.5408163265306122],[0.21944444444444444]
[0.19697264460660335],[0.19697264460660335],[0.5798969072164949],[0.7047146401985113],[0.5714285714285714],[0.06944444444444445]
[0.19063222452604428],[0.19063222452604428],[0.5489690721649485],[0.6823821339950373],[0.5816326530612245],[0.9638888888888889]
[0.1389609405985135],[0.1389609405985135],[0.5257731958762887],[0.6625310173697271],[0.5816326530612245],[0.9305555555555556]
[0.1697482627078769],[0.1697482627078769],[0.5025773195876289],[0.652605459057072],[0.6020408163265306],[0.008333333333333333]
[0.06549321153458983],[0.06549321153458983],[0.48195876288659795],[0.6352357320099256],[0.6020408163265306],[0.8388888888888889]
[0.05144521036050902],[0.05144521036050902],[0.4664948453608248],[0.620347394540943],[0.6020408163265306],[0.8527777777777779]
[0.09239667316583926],[0.09239667316583926],[0.4561855670103093],[0.5980148883374691],[0.5816326530612245],[0.8361111111111111]
[0.07352220872223143],[0.07352220872223143],[0.4407216494845362],[0.6129032258064516],[0.6224489795918366],[0.9083333333333333]
[0.1480044024240461],[0.1480044024240461],[0.43298969072164956],[0.5980148883374691],[0.6122448979591836],[0.8361111111111111]
[0.3088090182232],[0.3088090182232],[0.48453608247422686],[0.6178660049627792],[0.5714285714285714],[0.7861111111111111]
[0.4631337076842423],[0.4631337076842423],[0.6005154639175259],[0.6650124069478909],[0.4897959183673469],[0.20555555555555557]
[0.5618336098619964],[0.5618336098619964],[0.6597938144329898],[0.6674937965260547],[0.42857142857142855],[0.25833333333333336]
[0.5493166428538924],[0.5493166428538924],[0.7061855670103093],[0.6575682382133996],[0.37755102040816324],[0.3027777777777778]
[0.4942001091760702],[0.4942001091760702],[0.7061855670103093],[0.7171215880893301],[0.4387755102040816],[0.3861111111111111]
[0.4181035578765877],[0.4181035578765877],[0.7396907216494846],[0.6550868486352358],[0.3469387755102041],[0.425]
[0.4018419041894968],[0.4018419041894968],[0.7396907216494846],[0.684863523573201],[0.37755102040816324],[0.37777777777777777]
[0.3526392416755012],[0.3526392416755012],[0.7448453608247423],[0.6352357320099256],[0.32653061224489793],[0.3888888888888889]
[0.2596809970308729],[0.2596809970308729],[0.7216494845360826],[0.7022332506203475],[0.4081632653061224],[0.35000000000000003]
[0.2353365213817427],[0.2353365213817427],[0.7422680412371134],[0.6129032258064516],[0.3061224489795918],[0.40555555555555556]
[0.2593217511577777],[0.2593217511577777],[0.731958762886598],[0.6153846153846154],[0.31632653061224486],[0.37222222222222223]
[0.2756673650001798],[0.2756673650001798],[0.7036082474226805],[0.6674937965260547],[0.3877551020408163],[0.3472222222222222]
[0.28567395795190464],[0.28567395795190464],[0.6597938144329898],[0.6178660049627792],[0.37755102040816324],[0.17500000000000002]
[0.29774730332463334],[0.29774730332463334],[0.63659793814433],[0.7047146401985113],[0.49999999999999994],[0.35833333333333334]
[0.26118302030665697],[0.26118302030665697],[0.5953608247422681],[0.7568238213399505],[0.6326530612244897],[0.19166666666666668]
[0.17875666534829354],[0.17875666534829354],[0.5721649484536083],[0.8089330024813897],[0.7653061224489796],[0.18888888888888888]
[0.14445588840393536],[0.14445588840393536],[0.5592783505154639],[0.8138957816377173],[0.7959183673469387],[0.1638888888888889]
[0.09887404329895012],[0.09887404329895012],[0.5489690721649485],[0.794044665012407],[0.7755102040816326],[0.16944444444444445]
[0.06118751308579014],[0.06118751308579014],[0.5283505154639175],[0.7543424317617866],[0.7346938775510203],[0.07777777777777778]
[0.04955651171892275],[0.04955651171892275],[0.5051546391752578],[0.6799007444168735],[0.6428571428571428],[0.9277777777777778]
[0.05448173777870238],[0.05448173777870238],[0.48711340206185566],[0.6575682382133996],[0.6326530612244897],[0.9888888888888889]
[0.0325353595178105],[0.0325353595178105],[0.4639175257731959],[0.6550868486352358],[0.6632653061224489],[0.8277777777777778]
[0.073910849551352],[0.073910849551352],[0.4510309278350516],[0.6501240694789082],[0.673469387755102],[0.7944444444444445]
[0.1116087330134181],[0.1116087330134181],[0.43556701030927836],[0.6476426799007444],[0.6938775510204082],[0.7944444444444445]
[0.23978436299913047],[0.23978436299913047],[0.48453608247422686],[0.674937965260546],[0.6632653061224489],[0.888888888888889]
[0.40152240813680107],[0.40152240813680107],[0.5902061855670103],[0.6997518610421837],[0.5510204081632653],[0.8638888888888889]
[0.5260193696484138],[0.5260193696484138],[0.6443298969072165],[0.7047146401985113],[0.4897959183673469],[0.18333333333333335]
[0.5291686757580129],[0.5291686757580129],[0.6597938144329898],[0.6674937965260547],[0.42857142857142855],[0.2138888888888889]
[0.4618430054161759],[0.4618430054161759],[0.6185567010309279],[0.7717121588089331],[0.6224489795918366],[0.2111111111111111]
[0.4351397209107944],[0.4351397209107944],[0.6340206185567011],[0.7667493796526055],[0.5918367346938775],[0.2138888888888889]
[0.39410163006918736],[0.39410163006918736],[0.6237113402061856],[0.8014888337468984],[0.6632653061224489],[0.22777777777777777]
[0.32305732572317064],[0.32305732572317064],[0.6288659793814433],[0.8064516129032259],[0.6632653061224489],[0.18888888888888888]
[0.24559537536387244],[0.24559537536387244],[0.6237113402061856],[0.8014888337468984],[0.6632653061224489],[0.21666666666666667]
[0.23378606393756585],[0.23378606393756585],[0.6288659793814433],[0.7990074441687346],[0.6530612244897959],[0.23333333333333334]
[0.26566466448747234],[0.26566466448747234],[0.5979381443298969],[0.7965260545905708],[0.6938775510204082],[0.2138888888888889]
[0.27947010699302227],[0.27947010699302227],[0.5953608247422681],[0.7692307692307694],[0.6530612244897959],[0.20277777777777778]
[0.29688180603633774],[0.29688180603633774],[0.5721649484536083],[0.7543424317617866],[0.6632653061224489],[0.19444444444444445]
[0.3158993016254588],[0.3158993016254588],[0.5567010309278352],[0.7468982630272953],[0.673469387755102],[0.22222222222222224]
[0.2773844968364949],[0.2773844968364949],[0.5438144329896908],[0.7518610421836229],[0.7040816326530611],[0.18888888888888888]
[0.26486835633152545],[0.26486835633152545],[0.5309278350515465],[0.7915632754342432],[0.8061224489795917],[0.17222222222222222]
[0.19871462335046408],[0.19871462335046408],[0.520618556701031],[0.7915632754342432],[0.8265306122448979],[0.13333333333333333]
[0.14540832903747564],[0.14540832903747564],[0.5103092783505155],[0.7990074441687346],[0.8571428571428571],[0.05277777777777778]
[0.12942122825939412],[0.12942122825939412],[0.4948453608247423],[0.7816377171215881],[0.8571428571428571],[0.09722222222222222]
[0.1417334618314901],[0.1417334618314901],[0.4690721649484536],[0.7196029776674939],[0.7755102040816326],[0.8111111111111111]
[0.12715451915794818],[0.12715451915794818],[0.4458762886597939],[0.6923076923076924],[0.7653061224489796],[0.9583333333333334]
[0.12138600297095674],[0.12138600297095674],[0.42525773195876293],[0.6650124069478909],[0.7448979591836734],[0.8138888888888889]
[0.1750909727040993],[0.1750909727040993],[0.40979381443298973],[0.6451612903225807],[0.7346938775510203],[0.8027777777777778]
[0.32943510262002995],[0.32943510262002995],[0.40979381443298973],[0.6054590570719603],[0.6632653061224489],[0.011111111111111112]
[0.48411621332808125],[0.48411621332808125],[0.46134020618556704],[0.5831265508684864],[0.5510204081632653],[0.9666666666666667]
[0.5760977150209504],[0.5760977150209504],[0.5463917525773196],[0.5409429280397022],[0.39795918367346933],[0.06944444444444445]
[0.58975864615946],[0.58975864615946],[0.6134020618556701],[0.46401985111662536],[0.2755102040816326],[0.17777777777777778]
[0.5411992665277413],[0.5411992665277413],[0.63659793814433],[0.41191066997518616],[0.22448979591836732],[0.21666666666666667]
[0.48016488277851116],[0.48016488277851116],[0.6649484536082475],[0.42183622828784123],[0.21428571428571427],[0.24722222222222223]
[0.3986768575197006],[0.3986768575197006],[0.6597938144329898],[0.46401985111662536],[0.24489795918367346],[0.2]
[0.43063749618625324],[0.43063749618625324],[0.6211340206185568],[0.56575682382134],[0.3571428571428571],[0.21944444444444444]
[0.39141023415600057],[0.39141023415600057],[0.5902061855670103],[0.6228287841191067],[0.44897959183673464],[0.19722222222222224]
[0.3168099889932831],[0.3168099889932831],[0.6030927835051546],[0.6501240694789082],[0.4693877551020408],[0.20277777777777778]
[0.2769492999383244],[0.2769492999383244],[0.5979381443298969],[0.6699751861042185],[0.49999999999999994],[0.23333333333333334]
[0.285494080162801],[0.285494080162801],[0.6030927835051546],[0.6823821339950373],[0.5102040816326531],[0.21944444444444444]
[0.27810170353184327],[0.27810170353184327],[0.5670103092783506],[0.6426799007444169],[0.49999999999999994],[0.21666666666666667]
[0.3042735653687089],[0.3042735653687089],[0.5592783505154639],[0.6650124069478909],[0.5408163265306122],[0.22777777777777777]
[0.33437203233998053],[0.33437203233998053],[0.5463917525773196],[0.7071960297766751],[0.6224489795918366],[0.22777777777777777]
[0.2667159601593355],[0.2667159601593355],[0.5283505154639175],[0.7047146401985113],[0.6428571428571428],[0.1]
[0.17884816682823396],[0.17884816682823396],[0.5257731958762887],[0.7196029776674939],[0.673469387755102],[0.10277777777777779]
[0.13829660257814685],[0.13829660257814685],[0.5154639175257733],[0.7543424317617866],[0.7551020408163265],[0.0638888888888889]
[0.13016256388911174],[0.13016256388911174],[0.5],[0.6923076923076924],[0.673469387755102],[0.9722222222222222]
[0.07341388710029496],[0.07341388710029496],[0.4974226804123712],[0.6898263027295286],[0.673469387755102],[0.8055555555555556]
[0.0643849420948666],[0.0643849420948666],[0.47938144329896915],[0.6799007444168735],[0.6836734693877551],[0.775]
[0.09558324364322292],[0.09558324364322292],[0.4690721649484536],[0.6823821339950373],[0.7040816326530611],[0.9194444444444445]
[0.058783336703496225],[0.058783336703496225],[0.4510309278350516],[0.6823821339950373],[0.7346938775510203],[0.04166666666666667]
[0.10395044258002424],[0.10395044258002424],[0.4458762886597939],[0.6774193548387097],[0.7346938775510203],[0.7972222222222223]
[0.26337561992898456],[0.26337561992898456],[0.43041237113402064],[0.6674937965260547],[0.7448979591836734],[0.8083333333333333]
[0.4356482401158583],[0.4356482401158583],[0.47680412371134023],[0.6823821339950373],[0.6938775510204082],[0.8361111111111111]
[0.5541331276888488],[0.5541331276888488],[0.577319587628866],[0.7022332506203475],[0.5714285714285714],[0.6222222222222222]
[0.5696600887926275],[0.5696600887926275],[0.6211340206185568],[0.6898263027295286],[0.49999999999999994],[0.65]
[0.507512937277802],[0.507512937277802],[0.654639175257732],[0.7270471464019852],[0.5102040816326531],[0.48333333333333334]
[0.47042007886001785],[0.47042007886001785],[0.6597938144329898],[0.7394540942928041],[0.520408163265306],[0.37222222222222223]
[0.4481514300318656],[0.4481514300318656],[0.6829896907216495],[0.7593052109181142],[0.520408163265306],[0.2972222222222222]
[0.43915179890815176],[0.43915179890815176],[0.6443298969072165],[0.761786600496278],[0.5714285714285714],[0.20833333333333334]
[0.4088690131994425],[0.4088690131994425],[0.6443298969072165],[0.761786600496278],[0.5714285714285714],[0.2111111111111111]
[0.31955042525723454],[0.31955042525723454],[0.654639175257732],[0.7419354838709677],[0.5306122448979591],[0.19722222222222224]
[0.28516684792191166],[0.28516684792191166],[0.63659793814433],[0.7493796526054591],[0.5612244897959183],[0.22222222222222224]
[0.33491978706617637],[0.33491978706617637],[0.6185567010309279],[0.7468982630272953],[0.5816326530612245],[0.20277777777777778]
[0.3488488042659737],[0.3488488042659737],[0.6056701030927836],[0.7419354838709677],[0.5918367346938775],[0.21944444444444444]
[0.37779102709405143],[0.37779102709405143],[0.5824742268041238],[0.7320099255583128],[0.6122448979591836],[0.2111111111111111]
[0.3991244976872461],[0.3991244976872461],[0.5670103092783506],[0.7245657568238214],[0.6224489795918366],[0.21944444444444444]
[0.32716570389977984],[0.32716570389977984],[0.5592783505154639],[0.7121588089330025],[0.6122448979591836],[0.21944444444444444]
[0.20586562366461358],[0.20586562366461358],[0.5463917525773196],[0.7419354838709677],[0.6836734693877551],[0.05]
[0.12873467212680972],[0.12873467212680972],[0.5283505154639175],[0.7320099255583128],[0.6938775510204082],[0.08888888888888889]
[0.10707648393639298],[0.10707648393639298],[0.5077319587628866],[0.7146401985111663],[0.6938775510204082],[0.9583333333333334]
[0.10695234625969784],[0.10695234625969784],[0.4974226804123712],[0.684863523573201],[0.6632653061224489],[0.9888888888888889]
[0.12062784432804148],[0.12062784432804148],[0.4742268041237113],[0.6650124069478909],[0.6632653061224489],[0.9722222222222222]
[0.1153929459099511],[0.1153929459099511],[0.4690721649484536],[0.652605459057072],[0.6530612244897959],[0.9694444444444444]
[0.10240447965029519],[0.10240447965029519],[0.4484536082474227],[0.6476426799007444],[0.673469387755102],[0.9166666666666667]
[0.1709303961872526],[0.1709303961872526],[0.43041237113402064],[0.6352357320099256],[0.6836734693877551],[0.8444444444444444]
[0.3303057685790476],[0.3303057685790476],[0.43814432989690727],[0.6327543424317619],[0.6632653061224489],[0.85]
[0.47620524706282913],[0.47620524706282913],[0.48195876288659795],[0.6426799007444169],[0.6122448979591836],[0.7944444444444445]
[0.5746504726569375],[0.5746504726569375],[0.6134020618556701],[0.6327543424317619],[0.4387755102040816],[0.8972222222222223]
[0.584195880394877],[0.584195880394877],[0.6752577319587629],[0.620347394540943],[0.36734693877551017],[0.23611111111111113]
[0.5221758165443002],[0.5221758165443002],[0.6804123711340206],[0.7344913151364765],[0.4897959183673469],[0.41944444444444445]
[0.4593824185479168],[0.4593824185479168],[0.6881443298969072],[0.6997518610421837],[0.4387755102040816],[0.22222222222222224]
[0.44062771105670756],[0.44062771105670756],[0.6907216494845362],[0.7022332506203475],[0.4387755102040816],[0.2111111111111111]
[0.4469379577688685],[0.4469379577688685],[0.7113402061855671],[0.6898263027295286],[0.4081632653061224],[0.24722222222222223]
[0.4100350022431553],[0.4100350022431553],[0.7164948453608249],[0.7171215880893301],[0.42857142857142855],[0.2138888888888889]
[0.3354260533303427],[0.3354260533303427],[0.6778350515463918],[0.7543424317617866],[0.520408163265306],[0.20277777777777778]
[0.30159090101666397],[0.30159090101666397],[0.6185567010309279],[0.8089330024813897],[0.6836734693877551],[0.225]
[0.30349523470167],[0.30349523470167],[0.6108247422680413],[0.7890818858560795],[0.6632653061224489],[0.2]
[0.3012272837638712],[0.3012272837638712],[0.5902061855670103],[0.7841191066997519],[0.6836734693877551],[0.20833333333333334]
[0.3191910457844652],[0.3191910457844652],[0.5670103092783506],[0.7667493796526055],[0.6938775510204082],[0.19722222222222224]
[0.3550645537997047],[0.3550645537997047],[0.5592783505154639],[0.7419354838709677],[0.6632653061224489],[0.19722222222222224]
[0.2939005967431633],[0.2939005967431633],[0.5618556701030929],[0.674937965260546],[0.5510204081632653],[0.2]
[0.19315796021407378],[0.19315796021407378],[0.5438144329896908],[0.6575682382133996],[0.5510204081632653],[0.061111111111111116]
[0.13703272070276118],[0.13703272070276118],[0.5360824742268042],[0.6153846153846154],[0.49999999999999994],[0.125]
[0.12744555045323036],[0.12744555045323036],[0.5257731958762887],[0.6054590570719603],[0.49999999999999994],[0.025]
[0.07801503420805138],[0.07801503420805138],[0.5128865979381443],[0.6873449131513648],[0.6428571428571428],[0.20833333333333334]
[0.06663704131806682],[0.06663704131806682],[0.5077319587628866],[0.7543424317617866],[0.7755102040816326],[0.06666666666666667]
[0.10046349568852074],[0.10046349568852074],[0.4664948453608248],[0.684863523573201],[0.7142857142857142],[0.9361111111111111]
[0.11913084619856491],[0.11913084619856491],[0.4484536082474227],[0.6302729528535981],[0.6428571428571428],[0.005555555555555556]
[0.13132748620637713],[0.13132748620637713],[0.4587628865979382],[0.620347394540943],[0.6122448979591836],[0.9916666666666667]
[0.2622048446369514],[0.2622048446369514],[0.4639175257731959],[0.6327543424317619],[0.6224489795918366],[0.011111111111111112]
[0.4175476659170605],[0.4175476659170605],[0.4948453608247423],[0.652605459057072],[0.6122448979591836],[0.9861111111111112]
[0.5466802934520744],[0.5466802934520744],[0.5747422680412372],[0.6501240694789082],[0.49999999999999994],[0.09722222222222222]
[0.5402142591419781],[0.5402142591419781],[0.6211340206185568],[0.5856079404466502],[0.37755102040816324],[0.19166666666666668]
[0.4956308552413545],[0.4956308552413545],[0.6417525773195877],[0.6575682382133996],[0.4387755102040816],[0.18888888888888888]
